The Updated Zwicky Catalog (UZC) -- Falco et al. 1999, PASP 111, 438
#---------------------------------------------------------------------
ra2000 (hhmmss.s), dec2000 ([+/-]ddmmss): J2000 ra and dec
Zmag: Zwicky magnitude
cz: redshift km/s
cze: redshift error km/s
T: spectral type (A)bsorption, (E)mission
U: UZC class 0-4 (see Falco et al. 1999, PASP 111, 438)
Ne: No. of UZC neighbors
Zname: Zwicky name
C: spectral code, (F)AST, (Z)MACHINE
Ref: reference code (see Falco et al. 1999, PASP 111, 438)
Oname: other name
M: * if UZC multiple
N: NED (P)air, (T)riple, (G)roup
#---------------------------------------------------------------------
ra2000  	dec2000	Zmag	cz   	cze	T	U	Ne	Zname       	C	Ref 	Oname      	M	N
002717.3	+241010	14.8	     	   	-	0	 0	002436+23540	X	    	00246+2354 	 	 
002722.2	+395017	15.1	10783	 24	A	4	 1	002436+39310	F	    	00246+3931N	*	 
002716.2	-014648	14.9	11232	155	-	0	 0	002442-02030	 	4302	N 118      	 	 
002730.1	-013049	14.8	 4113	 56	A	0	 0	002454-01470	Z	2700	N 120      	 	 
002735.4	+085238	15.0	13040	  9	-	0	 0	002500+08360	 	2212	I1551      	 	 
002749.8	-011159	15.5	 3900	  3	-	0	 0	002518-01280	 	0668	00253-0128 	 	 
002751.6	+032922	15.5	 1379	 89	B	0	 0	002518+03120	F	    	00253+0312 	 	 
002752.3	-014838	13.8	 4024	 41	B	0	 0	002518-02050	Z	0668	N 124      	 	 
002758.6	+023028	14.9	 4400	 37	E	0	 0	002524+02140	Z	5502	00254+0214 	 	 
002811.9	+490529	15.4	 5268	 36	E	0	 0	002530+48490	Z	2700	00255+4849 	 	 
002815.4	+304809	14.3	 6267	 32	E	0	 0	002542+30320	Z	2218	00257+3032 	 	 
002817.1	+311155	15.1	14725	 45	A	0	 0	002542+30550	Z	2212	00257+3055 	 	 
002821.2	+272209	15.3	 9619	 20	-	1	 0	002542+27070	 	0624	00257+2707 	 	 
002821.8	+032321	15.0	 3980	 44	E	3	 0	002548+03070	Z	2700	00258+0307E	 	P
002826.6	+050016	15.3	 1351	 88	B	0	 0	002554+04440	F	    	00259+0444 	 	 
002834.4	+331620	15.1	 4719	 38	E	2	 0	002554+33000	Z	0668	00259+3300 	 	 
002829.8	+023855	14.8	 4343	 46	A	0	 0	002554+02220	Z	2700	I  17      	 	 
002834.8	+310919	15.3	 6070	  9	-	0	 0	002554+30530	 	2212	00259+3053 	 	 
002841.2	+440304	15.5	11570	 37	E	1	 0	002600+43460	Z	2700	00260+4346 	 	 
002842.2	+304241	15.4	 6306	 42	B	0	 0	002606+30250	Z	2700	00261+3025 	 	 
002848.3	+113832	15.5	 5088	 43	B	0	 0	002612+11220	Z	2700	00262+1122 	 	 
002851.2	+285622	15.0	 2169	 22	-	0	 0	002612+28400	M	2700	00262+2840 	 	 
002848.2	+032548	15.0	 4500	   	-	0	 0	002612+03090	 	0502	00262+0309 	 	 
002850.2	+025019	14.2	 5304	 44	A	0	 0	002618+02330	Z	2212	N 125      	 	 
002907.1	+310010	15.0	 6099	 39	B	0	 0	002630+30430	Z	2212	00265+3043 	 	 
002908.1	+024840	15.5	 4252	 50	-	0	 0	002636+02320	 	3700	N 126      	 	 
002915.1	+025150	13.2	 4215	 40	A	0	 0	002642+02350	Z	2700	N 128      	 	T
002925.3	+303331	14.8	15119	 47	-	2	 0	002648+30170	 	3700	00268+3017W	 	P
002939.4	+113604	15.5	 5079	 42	B	0	 0	002706+11200	Z	0668	00271+1120 	 	 
002943.1	+300258	15.4	 4849	 36	E	0	 0	002706+29470	Z	2700	00271+2947 	 	 
002943.9	+212834	15.4	 5600	  9	-	0	 0	002700+21120	 	2212	I1552      	 	 
002953.4	+312336	15.3	 6306	  2	-	1	 0	002712+31070	 	0668	00272+3107 	 	 
003004.4	+381941	15.5	11148	 40	B	1	 0	002724+38030	Z	2700	00274+3803 	 	 
003010.6	+020534	13.8	 5312	 49	B	0	 0	002736+01490	Z	2212	N 132      	 	 
003018.5	+065737	15.5	17388	 19	E	2	 0	002748+06410	Z	2779	00278+0641S	 	P
003028.7	+055140	15.2	 7087	 19	A	0	 0	002754+05360	F	    	00279+0536 	 	 
003034.2	+132158	15.3	 9934	 77	-	0	 0	002800+13050	 	0105	00280+1305 	 	 
003058.1	+101230	14.2	 5276	 51	A	0	 0	002830+09550	Z	2700	N 137      	 	 
003059.3	+050935	14.8	11814	 50	A	0	 0	002824+04540	Z	2700	N 138      	 	 
003106.4	+050443	15.5	     	   	-	0	 0	002824+04490	X	    	N 139      	 	 
003117.7	+285937	14.8	 4655	  2	-	1	 0	002836+28430	 	0661	00286+2843 	 	 
003120.5	+304733	14.2	 6449	 44	B	0	 0	002842+30310	Z	2212	N 140      	 	 
003117.5	+051046	15.4	11800	 55	B	0	 0	002848+04550	Z	2700	N 141      	 	 
003118.9	+082829	15.0	 4367	 35	E	2	 1	002842+08120	Z	2748	00287+0812 	*	 
003123.9	+082801	14.6	 4359	 39	B	2	 1	002848+08110	Z	0651	00288+0811 	*	 
003126.1	+061224	14.3	 2064	 35	E	0	 0	002854+05560	Z	0651	00289+0556 	 	 
003129.4	+082402	15.4	 4270	 22	E	2	 0	002854+08070	Z	0651	00289+0807 	 	 
003212.2	+314053	15.1	 6282	 42	E	1	 0	002930+31240	Z	0668	00295+3124 	 	 
003232.5	+232343	15.4	 4665	  5	-	0	 0	002954+23080	 	0668	00299+2308 	 	 
003244.4	+304503	15.2	 6120	  9	-	0	 0	003000+30280	 	2212	00300+3028 	 	 
003253.0	+303903	15.1	 6145	 22	-	0	 0	003012+30220	M	2779	00302+3022 	 	 
003250.4	+114412	15.3	 4913	 36	E	0	 0	003018+11270	Z	2754	00303+1127 	 	 
003312.7	+483036	12.0	 -188	 45	-	1	 0	003024+48140	 	2700	N 147      	 	 
003332.8	+195732	15.5	12571	 53	B	0	 0	003054+19400	Z	2700	00309+1940 	 	 
003335.9	+232352	15.4	 5182	  2	-	0	 0	003100+23080	 	0668	A0030+2307 	 	 
003350.3	+304324	15.0	 4843	 47	A	0	 0	003112+30270	Z	2700	N 149      	 	 
003347.4	+071455	15.2	 5517	 45	A	2	 1	003112+06580	Z	2700	00312+0658 	*	 
003357.3	+071606	14.2	 5451	 47	A	2	 1	003124+06590	Z	2700	00314+0659S	*	P
003416.7	+053253	15.1	12637	 59	B	0	 0	003142+05160	Z	0661	00317+0516 	 	 
003424.6	+121605	15.5	 9522	 21	A	0	 0	003148+12000	F	    	I  31      	 	 
003456.0	+315654	14.8	 5904	  2	-	1	 0	003218+31400	 	0668	00323+3140 	 	 
003508.0	+231903	15.1	11329	 36	E	0	 0	003230+23030	Z	2212	00325+2303 	 	 
003506.5	+142116	15.3	11316	 36	E	0	 0	003230+14050	Z	2779	00325+1405 	 	 
003512.7	+294758	15.0	 6972	  9	-	0	 0	003236+29320	M	2212	00326+2932 	 	 
003536.4	+090727	13.9	 5294	 43	A	0	 0	003300+08510	Z	2218	I  34      	 	 
003555.8	+315213	14.5	 6444	 61	A	0	 0	003318+31360	Z	2212	00333+3136 	 	 
003555.9	+084304	15.0	11662	 53	A	2	 0	003324+08270	Z	2700	00334+0827 	 	 
003604.1	+235728	13.7	 5328	 46	A	0	 0	003324+23410	Z	2212	N 160      	 	 
003609.6	+123831	15.3	10064	 85	-	0	 0	003336+12220	 	0105	00336+1222 	 	 
003610.6	+043807	15.5	 4935	 35	E	0	 0	003336+04220	Z	0651	00336+0422 	 	 
003621.0	+453952	15.3	14283	 19	E	3	 0	003342+45240	F	    	00337+4524 	 	 
003618.4	+325411	15.2	 4860	 38	E	0	 0	003342+32380	Z	2212	00337+3238 	 	 
003613.0	+014244	15.3	 5414	 48	B	0	 0	003336+01260	Z	2700	00336+0126 	 	 
003645.2	+213356	14.5	 9076	 44	B	0	 0	003406+21170	F	    	00341+2117 	 	 
003645.8	+015311	15.4	 4290	 60	A	0	 0	003406+01350	Z	2700	N 170      	 	 
003651.7	+235926	13.3	 4610	 41	A	2	 0	003412+23430	Z	2212	N 169      	 	P
003705.4	+254156	14.8	 9742	 23	A	2	 2	003424+25250	F	    	00344+2525W	*	 
003707.5	+284957	15.0	 1974	 37	E	0	 0	003424+28340	Z	2212	00344+2834 	 	 
003708.1	+254136	14.8	 9953	 47	A	2	 2	003424+25250	F	    	00344+2525E	*	 
003712.2	+355410	15.5	 4433	 35	E	0	 0	003430+35380	Z	2700	00345+3538 	 	 
003711.7	+255022	15.3	 8954	 36	E	4	 0	003430+25340	Z	2212	00345+2534 	 	 
003714.6	+254311	14.8	10456	 31	A	2	 2	003424+25250	F	    	00344+2525N	*	 
003712.5	+015631	14.5	 4450	 52	A	0	 0	003436+01400	Z	2212	N 173      	 	 
003721.3	+290858	15.0	 5276	  9	-	1	 0	003442+28530	 	2212	00347+2853 	 	 
003735.8	+001650	15.4	10517	 20	-	0	 0	003506+00000	M	2700	00351+0000 	 	 
003739.9	+102129	15.0	 4586	  7	-	0	 0	003506+10050	 	2212	I  35      	 	 
003743.9	+253824	15.0	 7254	 48	A	0	 0	003506+25220	Z	2700	00351+2522 	 	 
003746.4	+061339	15.5	12477	 21	E	2	 0	003512+05560	Z	2700	00352+0556 	 	P
003755.7	+045440	15.4	 8474	 50	B	0	 0	003518+04370	F	    	00353+0437 	 	 
003757.7	+083806	14.3	 5320	 42	B	0	 0	003524+08220	Z	0661	N 180      	 	 
003812.3	+305327	15.3	 5485	 48	A	0	 0	003530+30370	Z	2700	00355+3037 	 	 
003812.4	+024342	13.8	 5246	 29	A	0	 0	003542+02270	Z	0620	N 182      	 	 
003822.1	+323817	14.9	 4702	  9	-	1	 0	003542+32220	 	2212	00357+3222 	 	 
003823.2	+292821	15.4	 5531	 43	B	2	 1	003542+29120	Z	2212	N 181      	*	 
003823.7	+150221	15.2	 5479	 45	-	0	 0	003548+14460	 	0302	00358+1446 	 	 
003828.2	+293729	15.2	 5659	 51	B	2	 0	003548+29210	F	    	00358+2921 	 	 
003829.4	+293040	13.8	 5355	 48	A	2	 1	003548+29150	Z	2700	N 183      	*	 
003825.3	+030958	14.8	 4662	 50	A	0	 0	003554+02530	Z	2700	N 186      	 	 
003826.9	+015836	15.4	 4424	 38	E	0	 0	003554+01420	Z	2700	00359+0142 	 	 
003832.1	+233648	15.5	 7471	 48	B	0	 0	003554+23200	Z	2700	00359+2320 	 	 
003828.1	+000720	15.5	12472	 47	E	2	 0	003600-00080	Z	2700	00360-0008 	 	 
003829.6	+014237	15.5	10788	 55	A	0	 0	003600+01250	Z	2779	00360+0125 	 	 
003835.8	+292651	15.5	 5237	 44	B	2	 0	003554+29100	Z	2212	N 184      	 	 
003847.6	+322458	15.3	11212	 39	B	0	 0	003606+32080	Z	2212	00361+3208 	 	 
003850.8	+313238	15.4	 6194	 51	B	1	 0	003612+31160	Z	2700	00362+3116 	 	 
003857.7	+482014	11.0	 -227	 22	-	0	 0	003612+48030	 	0100	N 185      	 	 
003857.4	+265245	15.3	 9997	 58	A	0	 0	003618+26370	Z	2700	00363+2637 	 	 
003857.5	+253819	14.6	 4612	 20	-	0	 0	003618+25220	 	0624	00363+2522 	 	 
003854.8	+070346	14.4	12147	 62	A	1	 0	003618+06460	Z	0661	N 190N     	 	G
003901.7	+064851	15.4	13079	 51	B	2	 0	003624+06320	F	    	00364+0632 	 	 
004034.8	+831320	14.8	 1403	  5	-	0	 0	003600+82570	 	2218	00360+8257 	 	 
003905.2	+060115	14.8	 5273	 41	E	0	 0	003630+05450	Z	0661	I1564      	 	 
003918.2	+293929	15.2	 5507	  9	-	1	 0	003636+29230	 	2212	00366+2923 	 	 
003913.5	+005149	13.9	 4210	 20	-	2	 0	003642+00350	M	2748	N 192      	 	 
003918.1	+130558	15.3	10469	 38	E	0	 0	003642+12500	Z	2700	00367+1250S	 	P
003917.8	+005445	14.2	 4226	 35	A	2	 0	003648+00380	Z	2748	N 196      	 	P
003918.4	+030215	13.9	 5220	 43	A	0	 0	003648+02450	Z	2700	N 194      	 	 
003918.6	+035709	14.8	 5283	 45	B	0	 0	003642+03410	F	    	00367+0341 	 	 
003918.5	+031952	14.3	 4277	 47	A	0	 0	003648+03030	Z	2700	N 193      	 	 
003925.3	+251514	15.0	 4638	 37	E	0	 0	003648+24590	Z	2212	00368+2459 	 	 
003921.4	+022722	15.1	 5434	 54	A	0	 0	003654+02100	Z	2700	I  40      	 	 
003929.9	+362048	14.9	 4419	 50	A	0	 0	003648+36050	Z	2700	00368+3605 	 	 
003923.0	+024752	14.1	 5275	 41	B	0	 0	003654+02310	Z	2700	N 198      	 	 
003929.5	+294545	15.5	 5585	 49	A	0	 0	003648+29290	Z	2212	00368+2929 	 	 
003929.5	+253836	14.5	 4621	 51	A	0	 0	003648+25220	Z	2700	00368+2522 	 	 
003926.3	+064403	14.9	11150	 60	-	2	 0	003648+06270	 	0002	I1565      	 	 
003933.3	+064854	15.4	11961	 50	A	0	 0	003654+06320	Z	2700	I1566      	 	 
003933.2	+030819	15.0	 4602	 10	-	0	 0	003700+02510	 	3800	N 199      	 	 
003934.8	+025315	14.0	 5138	 55	B	1	 0	003706+02370	Z	0668	N 200      	 	 
003934.9	+005135	14.7	 4366	 36	E	0	 0	003706+00350	Z	2218	N 201      	 	 
003937.6	+085755	15.2	 4438	 57	B	2	 1	003700+08410	F	    	00370+0841 	*	 
003944.8	+330929	14.9	 8818	  9	-	0	 0	003700+32530	 	2212	00370+3253 	 	 
003946.3	+355108	15.5	10566	 47	B	0	 0	003700+35350	Z	2700	00370+3535 	 	 
003939.5	+032634	15.0	 5281	 53	A	0	 0	003706+03100	Z	2700	N 203      	 	 
003939.9	+033211	15.5	 4042	 55	A	4	 0	003706+03150	Z	2700	N 202      	 	 
003943.2	+090017	15.0	 4609	 53	B	2	 1	003706+08430	F	    	00371+0843 	*	 
003944.3	+031758	14.6	 5393	 47	A	0	 0	003712+03010	Z	2700	N 204      	 	 
003948.6	+211256	15.3	 9154	 22	A	0	 0	003712+20560	F	    	00372+2056 	 	 
004010.8	+224257	14.5	 5816	 39	B	0	 0	003730+22260	Z	2700	00375+2226 	 	 
004022.0	+414107	09.4	 -233	  9	-	4	 0	003736+41250	 	2212	N 205      	 	 
004017.6	+024523	15.5	 5118	 48	B	0	 0	003748+02280	Z	2700	N 208      	 	 
004024.9	+242635	15.3	12824	 50	A	1	 0	003742+24100	Z	2700	00377+2410 	 	 
004029.7	+250138	15.1	 4500	110	-	0	 0	003748+24450	 	0526	00378+2445 	 	 
004041.3	+300943	15.1	 5332	 48	A	0	 0	003800+29530	Z	2700	00380+2953 	 	 
004035.5	+014020	15.2	 5396	 54	A	0	 0	003800+01250	Z	2700	00380+0125 	 	 
004037.9	-001951	14.8	 5826	 80	B	0	 0	003806-00350	F	    	I1571      	 	 
004103.7	+314358	14.6	 4649	 11	-	0	 0	003818+31270	 	5502	00383+3127 	 	 
004110.0	+162809	14.8	 5494	 46	A	0	 0	003836+16120	Z	2700	N 213      	 	 
004121.5	-014257	14.4	 5302	 21	-	0	 0	003854-01590	M	2700	00389-0159 	 	 
004128.0	+252957	13.0	 4505	 74	B	0	 0	003848+25130	Z	0668	N 214      	 	 
004133.6	+293058	15.4	 5238	 37	E	1	 0	003854+29150	Z	2212	00389+2915 	 	 
004137.6	+291210	15.4	 6957	 44	B	0	 0	003900+28550	Z	2212	00390+2855 	 	 
004144.7	+362136	15.5	 4863	 39	E	1	 0	003900+36050	Z	2700	N 218      	 	 
004151.7	+325928	15.4	 4928	  3	-	1	 0	003912+32430	 	0668	00392+3243 	 	 
004148.4	-014419	15.3	 5426	 47	A	0	 0	003918-02000	Z	2700	00393-0200 	 	 
004200.8	+253356	15.4	10108	 38	E	0	 0	003918+25180	Z	2212	00393+2518 	 	 
004204.7	+364817	14.0	10649	 50	B	0	 0	003924+36320	Z	2700	00394+3632 	 	 
004155.7	-015429	15.4	 5496	 38	E	0	 0	003918-02110	Z	2700	00393-0211 	 	 
004207.7	+332423	15.5	 6244	  2	-	1	 0	003924+33080	 	0668	00394+3308 	 	 
004222.1	+293830	14.4	 4839	 46	B	0	 0	003942+29220	Z	2212	I  43      	 	 
004222.4	+294155	15.3	 5281	 20	-	0	 0	003942+29250	 	0622	00397+2925 	 	 
004215.9	+005044	14.5	 5327	 43	A	0	 0	003948+00340	Z	2700	N 223      	 	 
004241.8	+405154	09.2	 -200	  6	-	3	 0	003954+40360	 	0100	N 221      	 	 
004244.3	+411608	04.3	 -297	  1	-	1	 0	004000+41000	 	0100	N 224      	 	 
004236.2	-015943	15.0	 5737	 48	A	0	 0	004006-02160	Z	    	00401-0216 	 	 
004236.8	-013144	13.7	 5289	 41	B	0	 0	004006-01480	Z	2700	N 227      	 	 
004247.9	+295521	14.7	 5098	 42	A	0	 0	004006+29390	Z	2700	00401+2939 	 	 
004253.5	+333121	15.5	 6235	  6	-	0	 0	004006+33150	 	0668	00401+3315 	 	 
004254.0	+323450	14.4	 4835	 42	B	1	 0	004012+32180	Z	2212	N 226      	 	 
004254.5	+233011	14.9	 7416	 45	A	2	 1	004012+23140	Z	2212	N 228      	*	 
004257.9	+271512	14.7	 5301	 37	E	0	 0	004018+26590	Z	2212	I  46      	 	 
004304.7	+233033	14.7	 7367	 24	-	2	 1	004024+23140	 	2700	N 229      	*	 
004323.7	+504037	14.6	 5219	 10	-	0	 0	004036+50240	 	2212	00406+5024 	 	 
004327.6	+025729	14.5	 5641	 47	B	1	 0	004054+02400	Z	2212	N 236      	 	 
004327.9	-000731	13.6	 4142	 42	B	0	 0	004054-00240	Z	0668	N 237      	 	 
004332.4	+142033	13.5	 4438	 38	E	0	 0	004054+14040	Z	2212	N 234      	 	 
004336.6	+303513	13.8	 5420	 47	A	0	 0	004100+30190	Z	2700	N 233      	 	 
004342.0	+232835	15.1	 7225	 46	A	0	 0	004100+23120	Z	2700	00410+2312 	 	 
004350.8	+325112	14.5	 4772	  6	-	0	 0	004106+32350	 	2212	00411+3235 	 	 
004351.9	+004807	15.4	 5515	 40	E	0	 0	004118+00330	Z	2700	00413+0033 	 	 
004356.1	+015101	14.5	 4561	  9	-	1	 0	004124+01350	 	0400	I  49      	 	 
004403.8	+261224	15.3	10081	 20	-	0	 0	004124+25550	 	0624	00414+2555 	 	 
004407.9	+302103	15.1	 5617	 41	A	0	 0	004124+30050	Z	2700	00414+3005 	 	 
004412.6	+265041	14.8	 5190	  4	-	0	 0	004130+26350	 	0639	00415+2635 	 	 
004425.9	+164849	15.3	 4435	 52	A	2	 0	004154+16320	Z	2700	00419+1632 	 	 
004432.9	+083609	15.0	11796	 56	A	2	 0	004200+08220	Z	2700	00420+0822 	 	 
004450.1	+200631	15.4	 9249	 40	A	0	 1	004218+19490	F	    	00423+1949S	*	 
004450.5	+200642	15.4	36126	 34	A	0	 1	004218+19490	F	    	00423+1949N	*	 
004448.4	+050809	15.2	 2900	 36	E	0	 0	004212+04530	Z	2700	00422+0453 	 	 
004501.9	+060648	14.8	12209	 68	A	0	 0	004230+05520	Z	2700	N 240      	 	 
004550.5	+494013	15.1	 5756	 58	B	0	 0	004300+49240	Z	2700	00430+4924 	 	 
004554.2	+251553	15.4	13655	 57	A	2	 1	004312+24590	Z	2212	00432+2459 	*	 
004557.4	+251309	15.1	13530	 37	E	0	 1	004318+24560	Z	2779	00433+2456 	*	 
004600.9	+295734	14.6	 4855	 27	A	0	 0	004318+29410	F	    	N 243      	 	 
004615.3	+492857	15.3	 7143	 48	E	1	 0	004324+49130	Z	2700	00434+4913 	 	 
004619.3	+511303	14.9	 5274	  4	-	1	 0	004324+50570	 	0668	00434+5057 	 	 
004605.5	-014322	12.9	 4060	 13	E	0	 0	004330-01590	Z	2212	N 245      	 	 
004613.1	+192922	15.4	 2649	  6	-	0	 0	004336+19130	 	2212	00436+1913 	 	 
004625.8	+301418	14.5	 5023	 40	A	0	 0	004342+29580	Z	2212	00437+2958 	 	 
004628.2	+314832	15.3	 6252	  9	-	0	 0	004348+31320	 	2212	00438+3132 	 	 
004632.0	+361932	13.6	11185	 75	A	2	 0	004348+36030	F	    	00438+3603 	 	 
004634.3	+294331	15.0	 4816	  9	-	1	 0	004348+29270	 	2212	00438+2927 	 	 
004639.3	+314258	15.5	 6017	 46	B	0	 0	004354+31270	Z	2212	00439+3127 	 	 
004647.0	+275631	15.4	 6870	 37	E	0	 0	004406+27400	Z	2779	00441+2740 	 	 
004656.1	+324031	14.1	 4859	  9	-	0	 0	004412+32240	M	2212	00442+3224 	 	 
004656.3	+244526	15.5	12656	 36	E	0	 0	004418+24290	Z	2212	00443+2429 	 	 
004704.0	+280403	15.4	 5139	 36	E	1	 0	004424+27480	Z	2212	00444+2748 	 	 
004708.2	+302030	14.8	 5238	  9	-	1	 0	004424+30040	 	2212	00444+3004 	 	 
004710.5	+324137	15.1	 5084	 46	B	2	 0	004424+32250	Z	2212	00444+3225 	 	 
004710.3	+230425	15.0	 7255	 42	A	2	 1	004430+22480	Z	2700	I1583      	*	 
004714.4	+230312	14.9	 7315	 48	A	2	 1	004436+22470	Z	2700	I1585      	*	 
004718.6	+274940	15.0	 4764	  7	-	0	 0	004442+27330	 	2212	I1584      	 	 
004728.1	+505301	14.8	 5169	  7	-	0	 0	004436+50370	 	2212	00446+5037 	 	 
004716.0	+075436	14.9	 5244	 39	B	0	 0	004442+07390	Z	2700	N 250      	 	 
004719.5	+144212	15.2	11607	 43	B	0	 0	004442+14260	Z	2212	00447+1426 	 	 
004730.4	+154149	15.5	 9420	 49	B	0	 0	004448+15250	F	    	00448+1525 	 	 
004735.1	+140918	15.5	11547	 37	E	1	 0	004500+13520	Z	2700	00450+1352 	 	 
004752.8	+382513	15.4	 9896	 48	A	4	 0	004500+38090	Z	2700	00450+3809 	 	 
004750.2	+295734	15.4	 5006	 40	B	1	 0	004512+29410	Z	2700	00452+2941 	 	 
004745.6	+121556	15.5	11368	 46	B	1	 0	004512+12000	Z	2700	00452+1200 	 	 
004754.0	+193548	14.6	 4556	  1	-	0	 0	004512+19180	 	0668	N 251      	 	 
004756.4	+222222	14.9	 5799	 40	B	0	 0	004518+22060	Z	2212	I1586      	 	 
004801.5	+273726	13.4	 5000	 48	A	0	 0	004518+27210	Z	2700	N 252      	 	 
004759.9	+011209	15.5	13101	 63	A	0	 0	004524+00570	Z	2700	00454+0057 	 	 
004801.6	+081748	13.7	 5213	 46	A	0	 0	004530+08030	Z	0651	N 257      	 	 
004808.7	+283650	15.0	 7053	 47	A	0	 0	004530+28200	Z	2700	00455+2820 	 	 
004805.1	-013357	14.6	 5610	 45	A	0	 0	004530-01490	Z	2700	00455-0149 	 	 
004823.9	+040530	15.4	 1967	 36	E	0	 0	004548+03500	Z	0651	I  52      	 	 
004834.7	+274132	14.3	 5183	 15	E	0	 0	004554+27250	Z	0639	N 260      	 	 
004829.9	+012112	14.6	18673	 33	A	2	 1	004554+01050	F	    	00459+0105W	*	P
004831.3	+012117	14.6	18935	 37	A	2	 1	004554+01050	F	    	00459+0105E	*	P
004847.2	+315725	15.0	 4507	  4	-	0	 0	004606+31420	 	2212	N 262      	 	 
004853.8	+094301	15.5	12104	 40	B	0	 0	004618+09270	Z	2700	00463+0927 	 	 
004902.3	+281306	15.2	 5090	  6	-	1	 0	004618+27570	 	2212	00463+2757 	 	 
004925.9	-014615	15.1	 3795	 41	E	0	 0	004654-02010	Z	2700	00469-0201 	 	 
004934.1	+233441	14.7	16077	 35	A	2	 3	004654+23180	F	    	00469+2318W	*	 
004935.2	+233530	14.7	15981	 31	A	2	 3	004654+23180	F	    	00469+2318N	*	 
004935.7	+233503	14.7	17019	 29	A	2	 3	004654+23180	F	    	00469+2318E	*	 
004936.6	+233424	14.7	16302	 30	A	2	 3	004654+23180	F	    	00469+2318S	*	 
004938.9	+225556	14.5	 7482	 50	A	0	 0	004700+22400	Z	2700	00470+2240 	 	 
004935.6	+010657	15.2	 5304	 51	B	1	 0	004706+00510	Z	2218	00471+0051 	 	 
004947.9	+321639	12.6	 4701	 42	A	0	 0	004706+32000	Z	2212	N 266      	 	 
004958.5	+214311	15.3	 4504	 45	E	0	 0	004718+21260	Z	0668	00473+2126 	 	 
005002.8	+075507	15.1	 5383	  2	-	1	 0	004730+07390	 	0651	00475+0739 	 	 
005005.7	+071135	15.4	11848	 45	B	0	 0	004730+06550	Z	2700	00475+0655 	 	 
005005.3	-015706	15.5	 3886	 70	B	0	 0	004736-02120	F	    	00476-0212 	 	 
005012.9	+242951	15.0	10193	 59	B	2	 0	004742+24150	F	    	00477+2415S	 	 
005025.7	+243113	15.0	10271	 80	B	2	 0	004742+24150	F	    	00477+2415 	 	 
005040.8	+103601	15.5	11772	 28	A	0	 0	004806+10200	F	    	I  53      	 	 
005049.5	+300951	15.2	10355	 50	A	1	 0	004806+29530	Z	2212	00481+2953 	 	 
005041.9	-015438	13.2	 4098	 42	A	0	 0	004812-02090	Z	2218	N 271      	 	 
005106.2	+293215	15.5	 5072	 40	B	0	 0	004824+29150	Z	2700	00484+2915 	 	 
005102.8	+104441	15.5	11269	 26	-	1	 0	004824+10280	 	2700	00484+1028 	 	 
005112.3	+120131	15.4	  659	  4	-	2	 0	004836+11450	 	0000	00486+1145 	 	 
005134.5	+294300	15.5	 4931	  6	-	1	 0	004854+29270	 	2212	00489+2927 	 	 
005135.0	+292404	14.5	10785	 60	B	0	 0	004854+29080	Z	2212	00489+2908 	 	 
005130.1	-011511	15.4	 5589	 23	A	0	 0	004900-01300	F	    	00490-0130 	 	 
005142.4	+074306	15.0	 5240	 42	A	0	 0	004906+07280	Z	2700	I  55      	 	 
005204.3	+473302	10.5	  640	  8	-	0	 0	004912+47170	 	2212	N 278      	 	 
005213.8	+441952	15.5	 5331	 44	B	0	 0	004924+44040	Z	2700	00494+4404 	 	 
005159.6	-002913	15.1	 1725	 40	-	0	 0	004930-00440	 	0002	00495-0044 	 	 
005212.2	+294037	14.3	 5550	 39	A	0	 0	004924+29240	Z	2700	00494+2924 	 	 
005208.9	-021307	14.0	 3875	 39	B	0	 0	004942-02280	Z	2700	N 279      	 	 
005229.9	+242101	14.6	10168	 12	-	0	 0	004948+24050	 	2218	N 280      	 	 
005228.0	+143105	15.4	 5478	 49	B	1	 0	004948+14150	F	    	00498+1415 	 	 
005231.5	+260755	15.5	14797	 20	-	1	 0	004948+25520	 	0624	00498+2552 	 	 
005239.6	+395309	15.2	 3996	 39	E	4	 0	004954+39370	Z	    	00499+3937 	 	 
005242.2	+303820	14.7	 6684	 48	A	0	 0	005000+30220	Z	2700	N 282      	 	 
005258.4	+290157	14.1	 4938	 39	B	0	 0	005012+28450	Z	2212	00502+2845 	 	 
005326.7	+291613	14.8	 4517	 48	B	0	 0	005042+29000	Z	2212	00507+2900 	 	 
005328.3	+322856	14.8	 5507	 42	A	0	 0	005048+32130	Z	2700	N 287      	 	 
005327.0	+054613	15.4	 5187	 38	E	0	 0	005054+05300	Z	0651	I1592      	 	 
005335.1	+312511	15.5	 5476	 46	A	0	 0	005054+31090	Z	2700	00509+3109 	 	 
005328.6	+024626	15.4	 4970	 37	E	0	 0	005054+02300	Z	2700	00509+0230 	 	 
005334.9	+124136	14.0	17913	 39	E	0	 0	005100+12250	Z	    	MK9009     	 	 
005355.3	+244619	15.3	 4914	 39	B	0	 0	005112+24300	Z	2700	00512+2430 	 	 
005352.7	+005846	15.5	12708	 55	A	0	 0	005124+00430	Z	2700	00514+0043 	 	 
005405.0	+302043	15.3	 6789	 61	B	2	 0	005124+30050	F	    	00514+3005 	 	 
005422.9	+313954	14.8	 6606	  9	-	0	 0	005142+31240	 	2212	00517+3124 	 	 
005441.5	+284537	15.3	 7014	 89	B	2	 1	005200+28300	F	    	00520+2830 	*	 
