The Updated Zwicky Catalog (UZC) -- Falco et al. 1999, PASP 111, 438
#---------------------------------------------------------------------
ra2000 (hhmmss.s), dec2000 ([+/-]ddmmss): J2000 ra and dec
Zmag: Zwicky magnitude
cz: redshift km/s
cze: redshift error km/s
T: spectral type (A)bsorption, (E)mission
U: UZC class 0-4 (see Falco et al. 1999, PASP 111, 438)
Ne: No. of UZC neighbors
Zname: Zwicky name
C: spectral code, (F)AST, (Z)MACHINE
Ref: reference code (see Falco et al. 1999, PASP 111, 438)
Oname: other name
M: * if UZC multiple
N: NED (P)air, (T)riple, (G)roup
#---------------------------------------------------------------------
ra2000  	dec2000	Zmag	cz   	cze	T	U	Ne	Zname       	C	Ref 	Oname      	M	N
125523.5	+075435	15.3	 2823	 64	B	2	 0	125254+08110	F	    	12529+08110	 	 
125506.4	+550900	15.2	 9468	 37	A	0	 0	125300+55250	F	    	12530+5525 	 	 
125504.2	+584728	15.5	 2662	 31	E	2	 1	125254+59030	F	    	12529+5903 	*	 
125525.1	+274752	15.5	 7356	 27	A	0	 0	125300+28050	F	    	12530+2805 	 	 
125533.7	+081425	15.0	 2664	 50	A	0	 0	125306+08300	Z	2700	N4803      	 	 
125527.8	+273921	15.3	 7049	 24	A	0	 0	125306+27560	F	    	12531+2756 	 	 
125529.1	+273116	14.4	 6912	 46	A	0	 0	125306+27470	Z	2760	N4807      	 	 
125453.1	+731045	14.4	 1553	 36	E	0	 0	125312+73280	Z	2218	12532+7328 	 	 
125524.8	+521604	15.1	10389	 31	-	0	 0	125312+52320	 	2700	12532+5232 	 	 
125546.0	-005923	15.5	13998	 36	E	0	 0	125312-00430	F	    	12532-00430	 	P
125522.0	+582039	12.4	 2502	 42	B	0	 0	125312+58360	Z	2212	N4814      	 	 
125541.4	+271502	14.8	 7115	 25	-	0	 0	125318+27310	 	2315	I3900      	 	 
125549.0	+041816	12.5	  760	  1	-	0	 0	125318+04340	 	0668	N4808      	 	 
125549.2	+040051	15.0	  708	  5	-	1	 0	125318+04170	 	0912	12533+0417 	 	 
125558.3	-012053	15.3	 2997	 16	E	0	 0	125324-01050	F	    	12534-0105 	 	 
125609.3	+122914	15.4	14896	 52	B	0	 0	125336+12460	Z	2700	12536+1246 	 	 
125605.9	+274043	15.5	 4922	 14	E	2	 1	125342+27570	F	    	12537+2757 	*	 
125606.4	+273855	15.5	 7676	 55	A	2	 1	125342+27570	F	    	12537+2757S	*	 
125529.9	+704947	14.9	 8586	 22	A	0	 1	125342+71060	F	    	12537+7106N	*	 
125533.0	+704802	14.9	 8675	 61	B	0	 1	125342+71060	F	    	12537+7106S	*	 
125612.2	+274443	14.8	 6981	 44	A	0	 1	125348+28010	Z	2760	N4816      	*	 
125620.3	+052835	15.2	 7265	 39	E	0	 0	125348+05450	Z	0651	12538+0545 	 	 
125619.9	+101119	15.3	 2656	 38	E	1	 0	125348+10280	Z	2212	12538+1028 	 	 
125554.1	+633643	14.6	 2762	 27	-	0	 0	125400+63530	 	2754	12540+6353 	 	 
125618.7	+262132	15.2	 6457	 25	-	0	 0	125400+26380	 	2315	12540+2638 	 	 
125624.5	+072650	15.5	12766	 34	A	0	 0	125348+07430	F	    	12538+0743 	 	P
125619.6	+274506	15.5	 6942	 27	A	1	 1	125400+28010	F	    	12540+2801 	*	 
125506.5	+792655	15.5	 7610	 22	-	0	 0	125400+79430	 	2700	12540+7943 	 	 
125627.9	+265914	14.0	 6463	 24	A	2	 1	125406+27150	F	    	N4819      	*	 
125628.4	+271732	15.5	 7547	 84	B	1	 0	125406+27330	F	    	I3913      	 	 
125629.2	+265725	15.0	 7119	 26	A	2	 1	125406+27130	F	    	N4821      	*	 
125614.3	+565225	14.1	12431	 25	E	0	 0	125400+57090	Z	2700	12540+5709 	 	 
125625.2	+521746	15.5	10341	 32	A	0	 0	125412+52340	F	    	N4834      	 	 
125646.4	+074747	15.5	15051	 50	B	0	 0	125412+08040	F	    	12542+08040	 	 
125644.3	+214059	08.9	  408	  3	-	1	 0	125412+21570	 	2212	N4826      	 	 
125642.9	+280113	15.4	 6296	 23	A	0	 0	125418+28170	F	    	N4828      	 	 
125643.6	+271043	14.1	 7595	 44	A	0	 0	125418+27260	Z	2760	N4827      	 	 
125643.9	+304311	15.1	 7916	 44	A	2	 1	125418+30590	F	    	12543+3059 	*	 
125653.4	+080940	15.4	 2599	 25	E	0	 0	125424+08250	F	    	12544+08250	 	 
125657.1	+040353	15.3	  859	 20	E	0	 0	125424+04200	F	    	12544+04200	 	 
125651.2	+265356	15.1	 6273	 25	-	0	 0	125430+27100	 	2315	12545+2710 	 	 
125650.6	+285547	15.2	 8103	 16	-	0	 0	125430+29120	 	0668	12545+2912 	 	 
125652.3	+262916	14.9	 7581	 52	B	0	 0	125430+26450	F	    	I 835      	 	 
125655.7	+322652	15.1	13432	 40	-	0	 0	125436+32430	 	0300	12546+3243 	 	P
125657.7	+304259	14.7	 7254	 37	A	2	 1	125436+30590	F	    	12546+3059 	*	 
125649.9	+481800	14.4	 8572	 39	B	0	 0	125436+48340	Z	2700	N4837SW    	 	 
125701.5	+290346	15.4	 7507	 25	A	2	 1	125436+29190	F	    	12546+2919 	*	 
125712.1	-014225	14.3	 2839	  9	-	1	 0	125436-01260	 	2212	12546-0126 	 	 
125709.5	+272759	15.0	 7480	 25	-	0	 0	125448+27440	 	2315	12548+2744 	 	 
125711.3	+290244	14.8	 7501	 26	A	2	 1	125448+29180	F	    	12548+2918 	*	 
125726.5	-032927	14.3	 3081	 46	A	0	 0	125448-03130	Z	2762	12548-0313 	 	 
125724.2	+272954	13.6	 7365	 32	A	2	 2	125500+27460	F	    	N4839      	*	 
125725.7	+273248	15.3	 5532	 44	A	2	 1	125500+27490	F	    	12550+2749 	*	 
125728.3	+281036	15.4	 8193	 34	A	2	 1	125506+28280	F	    	12551+2828S	*	 
125729.9	+281118	15.4	 6894	 47	A	2	 1	125506+28280	F	    	12551+2828 	*	 
125731.2	+263045	15.4	 7231	 52	B	0	 0	125506+26460	F	    	I 837      	 	 
125732.0	+282837	13.5	 6793	 43	A	2	 1	125506+28450	Z	3528	N4841A     	*	P
125732.9	+273637	14.8	 6097	 25	-	0	 0	125506+27530	 	2315	N4840      	 	 
125733.8	+282858	13.5	 6246	 41	A	2	 1	125506+28450	Z	    	N4841B     	*	P
125741.2	+083955	15.3	 8381	 50	A	0	 0	125512+08560	Z	2700	12552+0856 	 	 
125735.8	+272937	14.9	 7305	 23	A	2	 1	125512+27450	F	    	N4842      	*	P
125744.6	+024129	15.4	  911	 10	-	3	 0	125512+02580	 	0200	12552+0258 	 	 
125623.5	+790146	15.5	12380	 61	A	0	 1	125506+79180	F	    	12551+7918S	*	P
125625.8	+790211	15.5	12698	 33	A	0	 1	125506+79180	F	    	12551+7918N	*	P
125743.1	+265109	15.5	 6356	 28	A	0	 0	125512+27070	F	    	12552+2707 	 	 
125747.9	+275301	15.3	 5861	 31	A	2	 1	125518+28090	F	    	12553+2809W	*	P
125748.7	+281049	15.5	 7249	 29	A	0	 0	125524+28270	F	    	12554+2827 	 	 
125750.5	+275248	15.3	 6990	 40	A	2	 1	125518+28090	F	    	12553+2809E	*	P
125749.8	+293918	15.2	 2526	  2	-	1	 0	125524+29550	 	0661	12554+2955 	 	 
125747.7	+362215	14.6	 4534	  9	-	0	 0	125530+36380	 	2212	N4846      	 	 
125800.8	-033718	14.1	 4905	 51	A	1	 0	125524-03210	Z	5502	N4843      	 	 
125757.9	+091425	15.4	 7353	 53	A	0	 0	125524+09310	Z	2700	12554+0931 	 	 
125801.3	+013433	12.9	 1231	 17	-	1	 0	125530+01500	 	2212	N4845      	 	 
125718.3	+701213	14.7	 8596	 46	B	0	 0	125524+70280	F	    	N4857      	 	 
125800.1	+311027	15.5	15674	 50	B	0	 0	125536+31260	F	    	12556+3126 	 	 
125802.4	+265134	15.2	 7410	 37	-	0	 0	125536+27080	M	2760	12556+2708 	 	 
125803.1	+265500	15.5	 8196	 30	A	2	 0	125536+27110	F	    	12556+2711 	 	 
125805.7	+281432	14.2	 7212	 57	B	0	 0	125542+28310	F	    	N4848      	 	 
125809.2	+284231	15.5	 7594	 66	B	0	 0	125548+28590	F	    	12558+2859 	 	 
125810.1	+320100	15.0	 7995	 46	B	0	 0	125548+32170	Z	0661	12558+3217 	 	 
125812.7	+262349	14.5	 5863	 45	A	0	 0	125548+26400	Z	2700	N4849      	 	 
125817.3	+143325	14.9	 2041	  2	-	0	 0	125548+14500	 	0668	12558+1450 	 	 
125813.3	+285653	15.2	 7663	 24	-	0	 0	125548+29130	 	1143	12558+2913 	 	 
125821.2	+045308	15.3	10874	 36	E	0	 0	125548+05090	Z	2774	12558+0509 	 	 
125818.8	+132330	14.9	 2624	 43	A	0	 0	125548+13390	Z	2700	12558+1339 	 	 
125822.2	+024732	15.0	 2777	  1	-	0	 0	125548+03040	 	0651	12558+0304 	 	 
125814.9	+280735	15.5	 7418	 24	A	2	 2	125548+28240	F	    	12558+2824 	*	 
125822.8	+135222	15.2	 6442	 43	E	0	 0	125554+14090	Z	0661	12559+1409 	 	 
125818.1	+290745	15.0	 7880	 42	B	2	 1	125554+29240	F	    	12559+2924N	*	P
125818.1	+290732	15.0	18487	 19	E	2	 1	125554+29240	F	    	12559+2924S	*	P
125821.7	+275805	15.3	 6027	 28	A	2	 0	125600+28140	F	    	N4850      	 	 
125821.7	+280857	15.2	 7907	 33	A	2	 2	125554+28250	F	    	N4851S     	*	P
125822.0	+280909	15.2	 6697	 42	A	2	 2	125554+28250	F	    	N4851N     	*	P
125831.8	+081302	15.2	 8314	 35	A	0	 0	125606+08290	F	    	12561+0829 	 	 
125830.1	+280054	15.0	 7146	 25	A	2	 0	125606+28170	F	    	12561+2817 	 	 
125835.2	+273547	14.2	 7707	 46	B	0	 0	125612+27510	F	    	N4853      	 	 
125835.4	+271553	15.4	 7333	 15	E	0	 0	125606+27310	F	    	12561+2731 	 	 
125840.3	+141302	15.3	  230	 15	E	2	 0	125612+14290	F	    	12562+1429 	 	 
125836.4	+270615	15.3	 8004	 28	A	0	 0	125612+27220	F	    	12562+2722 	 	 
125842.0	+103700	15.1	10792	 32	-	0	 0	125612+10530	 	2700	I 840      	 	 
125837.3	+271036	15.4	 7665	 75	B	0	 0	125612+27260	F	    	12562+2726 	 	 
125850.9	+093914	15.0	 7115	 44	A	0	 0	125618+09550	Z	2700	12563+0955 	 	 
125847.4	+274029	15.2	 8341	 27	A	0	 0	125624+27570	F	    	N4854      	 	 
125852.8	+130910	15.3	 1908	 24	E	2	 0	125624+13250	F	    	12564+1325 	 	P
125849.0	+274836	15.3	 5969	 27	A	0	 1	125624+28050	F	    	I3946      	*	 
125810.8	+712512	15.2	 7118	 28	A	0	 0	125624+71420	F	    	12564+7142 	 	 
125855.8	+275002	14.9	 7526	 84	-	0	 2	125632+28064	 	0000	I3949      	*	 
125901.9	+264857	14.8	 7192	 26	A	0	 0	125636+27050	F	    	N4859      	 	 
125901.7	+281333	15.3	 8018	100	-	0	 0	125638+28298	 	1520	12566+2829 	 	 
125901.9	+280657	15.5	 9386	 67	-	0	 1	125638+28232	 	0000	N4858      	*	 
125903.8	+280727	14.7	 7862	 15	-	0	 1	125640+28237	 	3606	N4860      	*	 
125905.3	+273839	15.1	 5448	 70	B	0	 0	125642+27550	F	    	12567+2755 	 	 
125902.5	+345150	12.8	  892	 39	E	1	 0	125642+35080	Z	0200	N4861      	 	 
125907.9	+275120	15.5	 6709	 72	-	0	 1	125643+28076	 	0000	I3960      	*	 
125908.1	+274704	15.2	 7121	 15	-	0	 0	125643+28034	 	3606	I3959      	 	 
125909.0	+371837	12.9	 4669	 42	B	0	 0	125648+37340	Z	2212	N4868      	 	 
125913.0	+275839	14.8	 6760	 15	-	0	 1	125648+28149	 	3606	N4864      	*	 
125913.7	+272409	15.4	 5675	 25	A	0	 0	125648+27400	F	    	12568+2740 	 	 
125915.1	+275816	15.5	 4818	 15	-	0	 1	125650+28145	 	3606	N4867      	*	 
125912.3	+355435	15.4	 8301	 52	A	2	 0	125648+36110	Z	2700	12568+3611 	 	 
125919.8	+280505	14.6	 4660	 65	-	0	 0	125654+28210	 	3508	N4865      	 	 
125927.2	+141018	11.9	 1988	  4	-	1	 0	125700+14270	 	2212	N4866      	 	 
125923.2	+275443	14.9	 6703	 15	-	0	 1	125658+28110	 	3606	N4869      	*	 
125655.1	+840610	15.4	 1877	 21	-	1	 0	125700+84230	 	2700	12570+8423 	 	 
125929.2	+275103	15.5	 6950	 70	-	0	 1	125704+28073	 	0000	I3976      	*	 
125929.8	+275722	15.1	 6783	 25	A	0	 3	125705+28137	F	    	N4871      	*	 
125930.8	+275304	15.2	 4745	 70	-	0	 2	125706+28094	 	0000	I3973      	*	 
125932.7	+275903	15.4	 5662	 70	-	0	 3	125708+28151	 	0000	N4873      	*	 
125934.1	+275647	14.7	 7213	 24	A	0	 3	125709+28130	F	    	N4872      	*	 
125935.6	+275734	13.7	 7202	 52	A	0	 3	125712+28140	Z	    	N4874      	*	 
125939.0	+285346	15.0	 6148	 25	A	2	 1	125712+29100	F	    	I3990      	*	 
125939.7	+285537	15.5	 5978	 29	A	2	 1	125712+29120	F	    	I3991      	*	 
125950.0	+050251	15.5	14457	 28	A	0	 0	125724+05190	F	    	12574+05190	 	 
125952.2	+013824	15.4	14304	 58	A	0	 0	125718+01540	Z	2774	12573+0154 	 	 
125939.4	+384856	15.4	10020	 56	A	2	 1	125724+39050	Z	    	I4003      	*	P
125944.3	+275446	15.1	 6654	 15	-	0	 0	125719+28110	 	3606	N4876      	 	 
125947.3	+214848	15.4	 7052	 39	E	0	 0	125718+22050	Z	2754	12573+2205 	 	 
125926.1	+590107	15.4	14039	 42	-	0	 0	125718+59170	 	2700	12573+5917 	 	 
125945.3	+320243	14.7	 6787	 60	B	0	 0	125724+32180	F	    	12574+3218 	 	 
125947.2	+274237	15.1	 8211	100	-	0	 0	125718+27580	 	1502	12573+2758 	 	 
125942.8	+384841	15.4	10020	 56	A	2	 1	125724+39050	Z	2764	I4003      	*	P
125958.2	+020258	15.5	  845	 15	E	0	 0	125724+02180	F	    	12574+0218 	 	P
125939.8	+532027	15.0	 8292	 45	B	0	 0	125730+53370	F	    	12575+5337 	 	 
125933.7	+602905	15.2	12945	 24	-	0	 0	125724+60450	 	2700	12574+6045 	 	 
125955.9	+280206	15.2	 7961	 70	-	0	 0	125731+28182	 	0000	N4883      	 	 
125957.7	+281446	14.7	 6743	 23	A	0	 0	125733+28310	F	    	N4881      	 	 
130007.3	+084155	15.2	13893	 53	B	0	 0	125736+08580	Z	2700	12576+0858 	 	T
130003.5	+265353	14.7	 5898	 70	-	0	 0	125736+27100	 	0000	N4892      	 	 
130002.1	+332613	15.2	 7253	 35	E	0	 0	125742+33420	Z	2700	12577+3342 	 	 
130004.7	+275914	15.1	 6412	 25	A	0	 1	125739+28153	F	    	N4886      	*	 
130010.5	+122900	13.3	 1516	 71	A	0	 0	125742+12450	Z	2700	N4880      	 	 
125956.4	+471221	15.5	 8696	 46	A	0	 0	125742+47280	Z	2700	N4901      	 	 
130007.8	+275838	13.0	 6502	 48	A	0	 2	125742+28150	Z	    	N4889      	*	 
130013.9	+284943	15.4	 7365	 24	A	2	 0	125748+29060	F	    	12578+2906 	 	 
130017.5	+275720	15.0	 6848	 15	-	0	 1	125753+28135	 	3606	N4898W     	*	P
130017.8	+281210	14.3	 8430	 48	A	0	 0	125753+28281	Z	    	N4895      	 	 
130016.1	+361515	15.5	 8297	 47	B	0	 0	125754+36310	Z	2700	I4028      	 	 
130024.9	+134013	15.4	 2030	 40	E	1	 0	125754+13570	Z	2212	12579+1357 	 	 
130022.0	+280250	15.5	 8153	 55	-	0	 0	125757+28189	 	1823	I4026      	 	 
130025.6	+285206	15.4	 6812	 59	-	0	 0	125800+29080	 	4200	I4032      	 	 
130033.2	+100748	15.1	 7169	 42	B	0	 0	125800+10240	Z	2700	12580+1024 	 	 
130029.2	+264031	15.2	 7208	100	-	0	 0	125800+26560	 	1502	12580+2656 	 	 
130039.1	+023000	12.8	  936	 36	E	0	 0	125806+02460	Z	2212	N4900      	 	 
130030.8	+282047	15.1	 5998	 28	A	0	 0	125806+28370	F	    	N4896      	 	 
130033.7	+273816	15.4	 7495	 15	E	0	 0	125806+27550	F	    	12581+2755 	 	 
130037.7	+280329	15.1	 7840	  5	-	0	 0	125813+28196	 	9000	I4040      	 	 
130039.7	+275528	15.2	 7505	 15	-	0	 1	125815+28116	 	3606	N4906      	*	 
130039.6	+290110	14.6	 7289	  3	-	0	 0	125812+29170	 	0661	I 842      	 	 
130042.6	+275819	15.5	 6255	 70	-	0	 1	125818+28142	 	0000	I4042      	*	 
130047.6	+154217	15.5	 6503	 49	B	0	 0	125818+15590	Z	2700	12583+1559 	 	 
130054.5	-012048	15.2	 6813	 42	B	0	 0	125818-01050	Z	2774	12583-0105 	 	 
125956.2	+734133	14.7	 1665	  5	-	1	 0	125818+73580	 	2218	12583+7358 	 	 
130042.7	+362044	15.3	 8311	 52	A	0	 0	125824+36370	Z	2700	I4049      	 	 
130042.9	+371855	12.7	 4660	 43	A	0	 0	125824+37350	Z	2700	N4914      	 	 
130048.5	+280528	15.1	 6855	 15	-	0	 1	125824+28215	 	3606	I4045      	*	 
130048.7	+280931	14.6	 5879	 10	-	0	 0	125824+28255	 	9000	N4907      	 	 
130050.0	+272420	15.5	 6629	 36	A	0	 0	125824+27400	F	    	12584+2740 	 	 
130059.0	-000145	13.2	 1153	 44	B	1	 0	125824+00140	Z	0668	N4904      	 	 
130051.4	+280235	14.9	 8841	 70	-	0	 2	125827+28186	 	3900	N4908      	*	 
130052.0	+282159	14.9	 7665	 23	A	2	 0	125830+28380	F	    	12585+2838 	 	 
130103.6	-015712	15.3	 1419	 10	-	0	 0	125830-01420	 	3000	12585-0142 	 	P
130054.6	+280026	14.8	 5050	 30	A	0	 1	125829+28165	F	    	I4051      	*	 
130055.9	+274728	13.7	 7939	 51	A	0	 0	125830+28030	Z	    	N4911      	 	 
130055.6	+471320	15.0	 7381	 58	A	0	 0	125842+47300	Z	2700	N4917      	 	 
130029.9	+701155	15.3	 8594	 61	B	2	 0	125848+70280	F	    	12588+7028 	 	 
130106.7	+395029	15.0	10620	 46	A	0	 0	125848+40070	Z	2700	I4062      	 	 
130122.4	+071907	15.5	13576	 59	A	0	 0	125848+07350	Z	2774	12588+0735 	 	 
130117.5	+274834	14.9	 7344	 31	A	2	 0	125854+28040	F	    	N4919      	 	 
130124.3	+291832	14.2	 7187	 24	A	2	 0	125900+29350	F	    	N4922A     	 	P
130125.1	+284038	15.3	 8775	 82	B	0	 0	125906+28570	F	    	12591+2857 	 	 
130126.1	+275309	13.7	 5480	 31	A	0	 1	125900+28080	F	    	N4921      	*	 
130116.6	+480338	15.1	 8975	 14	E	3	 1	125900+48190	F	    	12590+4819W	*	P
130118.4	+480332	15.1	 8888	 14	E	3	 1	125900+48190	F	    	12590+4819E	*	P
130131.7	+275052	14.7	 5469	 31	A	2	 1	125906+28060	F	    	N4923      	*	 
130141.5	+044050	15.4	11458	 47	B	0	 0	125912+04570	Z	2774	12592+0457 	 	 
130133.6	+290750	14.8	 7387	 25	-	0	 0	125912+29240	 	2315	I 843      	 	 
130143.5	+031607	15.4	14378	 54	B	0	 0	125912+03330	F	    	12592+0333 	 	 
130148.6	+045931	15.4	11841	 71	B	0	 0	125918+05160	F	    	12593+05160	 	 
130150.3	+042001	15.5	11235	 47	B	0	 0	125918+04360	Z	2212	12593+0436 	 	P
130143.3	+290242	14.8	 7142	 52	B	2	 1	125924+29190	F	    	I4088      	*	 
130143.8	+290000	14.8	 6420	 52	A	2	 1	125924+29190	F	    	12594+2919S	*	 
130116.4	+650019	15.2	14949	 33	-	1	 0	125924+65170	 	    	12594+6517 	 	P
130147.0	+280542	15.2	 5807	 63	-	0	 0	125924+28220	 	1155	12594+2822 	 	 
130156.2	+050430	15.5	11487	 34	A	0	 0	125930+05200	F	    	12595+0520 	 	 
130018.4	+800409	15.4	 9905	 51	B	0	 0	130000+80190	F	    	13000+8019 	 	 
130150.2	+275337	15.5	 7571	 26	A	0	 0	125924+28090	F	    	12594+2809 	 	 
130159.9	+061659	15.5	13147	 45	A	0	 0	125930+06330	F	    	12595+0633 	 	 
130137.8	+542325	15.4	 9031	 70	B	0	 0	125930+54390	F	    	12595+5439 	 	 
130022.2	+800720	15.0	10088	 43	A	0	 0	130012+80230	F	    	13002+8023 	 	 
130153.7	+273728	14.1	 7886	 37	A	0	 1	125930+27530	Z	3606	N4926      	*	 
130157.6	+280021	14.8	 7735	 20	-	0	 0	125936+28160	 	1141	N4927      	 	 
130200.2	+274658	15.4	 7072	 37	A	0	 0	125936+28030	F	    	12596+2803 	 	 
130200.9	+273912	15.1	 7112	 48	A	2	 2	125942+27550	F	    	12597+2755W	*	 
130210.8	+030625	15.3	14160	 45	B	0	 0	125936+03220	F	    	12596+0322 	 	 
130204.2	+291512	14.9	 7307	 21	-	0	 0	125942+29310	 	1143	12597+2931 	 	 
130207.8	+273855	15.1	 6923	 66	B	2	 1	125942+27550	F	    	N4926A     	*	 
130208.7	+282314	15.5	 7572	 52	B	0	 0	125948+28400	F	    	12598+2840 	 	 
130204.9	+402430	15.1	 8264	 56	B	0	 0	125942+40410	Z	2764	I4100      	 	 
130212.7	+281255	15.5	 8202	 15	E	2	 1	125948+28290	F	    	12598+2829 	*	 
130218.3	+325326	15.5	 7521	 46	A	0	 0	130000+33090	Z	0661	13000+3309 	 	 
130221.5	+281353	15.2	 5576	 28	A	2	 2	130000+28300	F	    	13000+2830 	*	 
130221.5	+281524	15.2	 6872	 31	A	2	 1	130000+28300	F	    	13000+2830N	*	 
130207.8	+584200	14.6	  668	  1	-	1	 0	130000+58580	 	0668	13000+5858 	 	 
130241.9	+032115	15.5	20727	 55	B	0	 0	130012+03380	F	    	13002+03380	 	 
130223.0	+502603	14.7	 7141	 25	E	2	 1	130024+50430	F	    	13004+5043W	*	 
130238.4	+280652	15.5	 7474	 44	A	0	 0	130012+28220	F	    	I4106E     	 	P
130243.5	+153025	14.6	 6479	  9	-	0	 0	130018+15470	 	2212	13003+1547 	 	 
130244.3	+280244	14.9	 6261	 35	A	2	 0	130018+28180	F	    	N4929      	 	 
130252.4	+100541	15.2	 7244	 51	A	0	 0	130018+10220	Z	2700	13003+1022 	 	 
130115.6	+800144	15.3	 9905	 52	B	0	 0	130100+80170	F	    	13010+8017 	 	 
130254.9	+053036	15.3	11670	 58	A	2	 3	130024+05470	F	    	13004+0547A	*	G
130255.0	+053115	15.3	20734	 21	E	2	 3	130024+05470	F	    	13004+0547B	*	G
130256.2	+053043	15.3	20774	 32	E	2	 3	130024+05470	F	    	13004+0547C	*	G
130256.4	+053102	15.3	20785	 15	E	2	 3	130024+05470	F	    	13004+0547D	*	G
130237.6	+502619	14.7	 7155	 43	A	2	 1	130024+50430	F	    	N4932      	*	 
130252.8	+275159	15.4	 8172	 27	A	0	 0	130024+28070	F	    	13004+2807 	 	 
130305.9	+035930	15.2	 2863	  1	-	1	 0	130036+04160	 	0651	13006+0416 	 	 
130300.9	+280157	14.4	 5849	 70	-	2	 0	130036+28170	 	0000	N4931      	 	 
130310.0	+073255	15.5	14585	 43	B	0	 0	130036+07490	Z	2774	13006+0749 	 	 
130316.0	+012806	15.5	12228	 39	E	0	 0	130042+01430	Z	2774	13007+0143 	 	 
130314.7	+074807	14.9	 4546	  9	-	0	 0	130042+08040	 	2212	13007+0804 	 	 
130309.7	+283501	15.2	 6917	100	-	0	 0	130048+28500	 	1502	13008+2850 	 	 
130257.6	+511907	15.3	 8281	 50	-	0	 0	130048+51360	 	1820	N4938      	 	 
130319.0	+043553	15.4	11730	 45	E	1	 0	130048+04520	Z	2774	13008+0452 	 	P
130321.2	+142240	13.9	 6435	 48	B	0	 0	130054+14390	Z	0620	N4935      	 	 
130316.3	+280149	15.0	 6041	 30	-	2	 0	130054+28170	 	1155	N4934      	 	 
130219.9	+752416	14.2	 9282	 52	A	0	 0	130048+75400	Z	2700	N4954      	 	G
130310.4	+472338	15.2	 7404	 52	A	0	 0	130100+47400	Z	2700	13010+4740 	 	 
130324.4	+201147	15.5	19023	 22	-	0	 0	130054+20270	 	1524	I4122      	 	 
130329.1	+263302	15.5	 6654	 52	B	0	 0	130100+26490	F	    	13010+2649 	 	 
130337.9	+075414	15.4	13772	 60	B	1	 0	130106+08100	F	    	13011+0810 	 	 
130340.9	+023405	15.4	12296	 63	A	0	 0	130106+02500	Z	2774	13011+0250 	 	 
130342.6	+031105	15.5	12178	 48	E	0	 0	130106+03270	Z	2774	13011+0327 	 	 
130341.4	+073056	15.4	14803	 61	A	0	 0	130112+07470	Z	2700	13012+0747 	 	 
130218.3	+783232	15.2	 6637	  8	-	0	 0	130118+78480	 	2218	13013+7848 	 	 
130357.4	+054148	15.5	14624	 55	B	0	 0	130124+05580	Z	2774	13014+0558 	 	 
130350.0	+281110	13.3	 7035	 44	A	1	 0	130130+28280	Z	0626	N4944      	 	P
130350.8	+275918	15.4	 6383	 27	A	0	 0	130130+28150	F	    	I4133      	 	 
130355.2	+161015	15.4	10365	 54	E	0	 0	130130+16270	Z	2700	13015+1627 	 	 
130355.7	+145429	15.3	10544	 82	B	2	 0	130130+15100	F	    	13015+1510 	 	T
130405.0	+075427	15.2	13823	 53	A	0	 1	130136+08110	Z	2700	13016+0811 	*	 
130353.6	+472312	15.3	 7091	 37	E	0	 0	130136+47390	Z	2700	13016+4739 	 	 
130414.4	+075412	15.5	13362	 54	A	2	 1	130142+08100	Z	2700	13017+0810 	*	 
130415.0	+091325	14.8	10505	  9	-	0	 0	130148+09290	 	2212	13018+0929 	 	 
130410.8	+221723	15.5	 7058	100	-	0	 0	130142+22340	 	1521	I4149      	 	 
130410.2	+281452	15.4	 5939	 29	A	0	 0	130148+28310	F	    	13018+2831 	 	 
130431.0	-033421	14.3	 1368	  8	-	0	 0	130154-03180	 	0200	13019-03180	 	 
130422.7	+284839	15.3	 8050	100	-	0	 0	130200+29050	 	1502	13020+2905 	 	 
130426.4	+271818	15.5	 5553	 16	E	1	 0	130200+27340	F	    	13020+2734 	 	 
130428.2	+264019	15.3	10787	 46	B	0	 0	130200+26560	F	    	13020+2656 	 	 
130421.9	+434835	15.5	 7202	 41	B	0	 0	130206+44050	Z	2700	13021+4405 	 	 
130438.8	+034247	15.5	11406	 40	E	2	 2	130206+03590	F	    	13021+0359S	*	P
130438.8	+034542	15.5	11969	 34	A	2	 2	130206+04020	F	    	13021+0402 	*	 
130440.0	+034329	15.5	11567	 36	A	2	 2	130206+03590	F	    	13021+0359N	*	P
130441.9	+025750	15.4	 5548	 54	A	0	 0	130206+03140	Z	2700	13021+0314 	 	 
130422.9	+473548	15.4	 8856	 24	E	2	 0	130206+47520	Z	2700	13021+4752 	 	 
130424.0	+552205	15.4	 8706	 26	A	0	 0	130218+55370	F	    	13023+5537 	 	 
130454.2	+034929	15.3	12258	 37	E	0	 0	130224+04050	Z	2774	13024+0405 	 	P
130455.1	+053138	15.4	14145	 33	A	0	 0	130224+05480	F	    	13024+0548 	 	 
130453.1	+131413	15.3	18199	 43	E	0	 0	130224+13300	Z	0661	13024+1330 	 	 
130457.4	+120445	15.5	10681	 47	A	0	 0	130230+12210	Z	2700	13025+1221 	 	P
130456.9	+173408	15.3	10249	 51	A	0	 0	130230+17500	Z	2700	13025+1750 	 	 
130458.4	+290720	13.6	 5941	 42	A	0	 0	130236+29230	Z	2700	N4952      	 	 
130500.9	+351041	13.5	 4772	 41	A	0	 0	130242+35270	Z	2700	N4956      	 	 
130455.8	+473014	15.0	11942	 58	B	0	 0	130242+47460	Z	2700	13027+4746 	 	 
